#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                      accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----            -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
M02696:28:000000000-ATWK5:1:1101:21468:1486 -            441 3_End_Fungi_Tu_58S_end_twentysix_long -             45   8.7e-07   22.2   0.0   1   1   1.8e-06   1.8e-06   21.2   0.0     2    42    85   125    84   126 0.85 -
M02696:28:000000000-ATWK5:1:1101:7632:3448  -            440 3_End_Fungi_Tu_58S_end_twentysix_long -             45   8.7e-07   22.2   0.0   1   1   1.8e-06   1.8e-06   21.2   0.0     2    42    85   125    84   126 0.85 -
M02696:28:000000000-ATWK5:1:1101:17643:2492 -            441 3_End_Fungi_Tu_58S_end_twentysix_long -             45   8.8e-07   22.2   0.0   1   1   1.8e-06   1.8e-06   21.2   0.0     2    42    85   125    84   126 0.85 -
M02696:28:000000000-ATWK5:1:1101:9875:2722  -            441 3_End_Fungi_Tu_58S_end_twentysix_long -             45   8.8e-07   22.2   0.0   1   1   1.8e-06   1.8e-06   21.2   0.0     2    42    85   125    84   126 0.85 -
M02696:28:000000000-ATWK5:1:1101:20792:3127 -            441 3_End_Fungi_Tu_58S_end_twentysix_long -             45   8.8e-07   22.2   0.0   1   1   1.8e-06   1.8e-06   21.2   0.0     2    42    85   125    84   126 0.85 -
M02696:28:000000000-ATWK5:1:1101:11702:2262 -            441 3_End_Fungi_Tu_58S_end_twentysix_long -             45   8.8e-07   22.2   0.0   1   1   1.8e-06   1.8e-06   21.2   0.0     2    42    85   125    84   126 0.85 -
M02696:28:000000000-ATWK5:1:1101:12234:1475 -            441 3_End_Fungi_Tu_58S_end_twentysix_long -             45   8.8e-07   22.2   0.0   1   1   1.8e-06   1.8e-06   21.2   0.0     2    42    85   125    84   126 0.85 -
M02696:28:000000000-ATWK5:1:1101:11203:3592 -            441 3_End_Fungi_Tu_58S_end_twentysix_long -             45     9e-07   22.2   0.0   1   1   1.8e-06   1.8e-06   21.2   0.0     2    42    85   125    84   126 0.85 -
M02696:28:000000000-ATWK5:1:1101:17960:2168 -            441 3_End_Fungi_Tu_58S_end_twentysix_long -             45     9e-07   22.2   0.0   1   1   1.8e-06   1.8e-06   21.2   0.0     2    42    85   125    84   126 0.85 -
M02696:28:000000000-ATWK5:1:1101:19277:2582 -            341 3_End_Fungi_Tu_58S_end_twentysix_long -             45   9.6e-07   22.1   0.0   1   1   1.8e-06   1.8e-06   21.2   0.0     1    43    83   125    83   126 0.97 -
M02696:28:000000000-ATWK5:1:1101:20474:4468 -            342 3_End_Fungi_Tu_58S_end_twentysix_long -             45   9.6e-07   22.1   0.0   1   1   1.8e-06   1.8e-06   21.2   0.0     1    43    84   126    84   127 0.97 -
M02696:28:000000000-ATWK5:1:1101:11728:3897 -            435 3_End_Fungi_Tu_58S_end_twentysix_long -             45   1.9e-06   21.2   0.0   1   1   3.3e-06   3.3e-06   20.4   0.0     2    42    85   125    84   126 0.91 -
M02696:28:000000000-ATWK5:1:1101:23056:4493 -            335 3_End_Fungi_Tu_58S_end_twentysix_long -             45   7.3e-06   19.3   0.1   1   1   1.5e-05   1.6e-05   18.2   0.1     1    43    84   126    84   127 0.97 -
M02696:28:000000000-ATWK5:1:1101:22204:1219 -            335 3_End_Fungi_Tu_58S_end_twentysix_long -             45   7.4e-06   19.3   0.1   1   1   1.5e-05   1.6e-05   18.2   0.1     1    43    84   126    84   127 0.97 -
M02696:28:000000000-ATWK5:1:1101:7502:3788  -            359 3_End_Fungi_Tu_58S_end_twentysix_long -             45   7.5e-06   19.3   0.1   1   1   1.6e-05   1.6e-05   18.2   0.1     1    43    84   126    84   127 0.96 -
M02696:28:000000000-ATWK5:1:1101:12830:3515 -            343 3_End_Fungi_Tu_58S_end_twentysix_long -             45   8.2e-06   19.1   0.0   1   1   1.5e-05   1.5e-05   18.3   0.0     1    43    84   126    84   127 0.95 -
M02696:28:000000000-ATWK5:1:1101:9211:2562  -            351 3_End_Fungi_Tu_58S_end_twentysix_long -             45   1.1e-05   18.7   0.0   1   1   2.1e-05   2.2e-05   17.8   0.0     1    43    84   126    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:11008:1423 -            351 3_End_Fungi_Tu_58S_end_twentysix_long -             45   1.1e-05   18.7   0.0   1   1   2.1e-05   2.2e-05   17.8   0.0     1    43    84   126    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:18500:3565 -            343 3_End_Fungi_Tu_58S_end_twentysix_long -             45   1.4e-05   18.4   0.0   1   1   2.6e-05   2.7e-05   17.5   0.0     1    43    84   126    84   127 0.97 -
M02696:28:000000000-ATWK5:1:1101:13793:4071 -            357 3_End_Fungi_Tu_58S_end_twentysix_long -             45   1.5e-05   18.3   0.0   1   1   2.9e-05   2.9e-05   17.4   0.0     1    42    84   125    84   126 0.95 -
M02696:28:000000000-ATWK5:1:1101:14772:2804 -            356 3_End_Fungi_Tu_58S_end_twentysix_long -             45   1.5e-05   18.3   0.0   1   1   2.8e-05   2.9e-05   17.4   0.0     1    42    84   125    84   126 0.95 -
M02696:28:000000000-ATWK5:1:1101:8772:1513  -            335 3_End_Fungi_Tu_58S_end_twentysix_long -             45     3e-05   17.3   0.0   1   1   5.9e-05     6e-05   16.4   0.0     3    43    86   126    84   127 0.92 -
M02696:28:000000000-ATWK5:1:1101:11615:2766 -            341 3_End_Fungi_Ge_58S_end_eight_long -             45   4.6e-18   58.3   0.1   1   1   4.9e-18   8.2e-18   57.5   0.1     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:22994:2043 -            348 3_End_Fungi_Ge_58S_end_eight_long -             45   1.5e-17   56.6   0.1   1   1   2.8e-17   4.6e-17   55.1   0.1     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:12975:3510 -            339 3_End_Fungi_Ge_58S_end_eight_long -             45   1.5e-17   56.6   0.2   1   1   2.7e-17   4.4e-17   55.1   0.1     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:14399:1476 -            340 3_End_Fungi_Ge_58S_end_eight_long -             45   1.5e-17   56.6   0.2   1   1   2.7e-17   4.4e-17   55.1   0.1     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:8438:3511  -            348 3_End_Fungi_Ge_58S_end_eight_long -             45   1.6e-17   56.5   0.1   1   1   2.8e-17   4.6e-17   55.1   0.1     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:19239:1862 -            344 3_End_Fungi_Ge_58S_end_eight_long -             45   1.7e-17   56.5   0.1   1   1   2.7e-17   4.5e-17   55.1   0.1     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:22251:4528 -            337 3_End_Fungi_Ge_58S_end_eight_long -             45   2.2e-17   56.1   0.1   1   1   2.6e-17   4.3e-17   55.1   0.1     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:6752:3813  -            337 3_End_Fungi_Ge_58S_end_eight_long -             45   2.2e-17   56.1   0.1   1   1   2.6e-17   4.3e-17   55.1   0.1     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:16901:2120 -            337 3_End_Fungi_Ge_58S_end_eight_long -             45   2.2e-17   56.1   0.1   1   1   2.6e-17   4.3e-17   55.1   0.1     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:22785:2318 -            338 3_End_Fungi_Ge_58S_end_eight_long -             45   2.2e-17   56.1   0.1   1   1   2.6e-17   4.4e-17   55.1   0.1     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:9689:1243  -            338 3_End_Fungi_Ge_58S_end_eight_long -             45   2.2e-17   56.1   0.1   1   1   2.6e-17   4.4e-17   55.1   0.1     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:9422:4042  -            337 3_End_Fungi_Ge_58S_end_eight_long -             45   2.3e-17   56.0   0.1   1   1   2.6e-17   4.3e-17   55.1   0.1     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:21979:1862 -            375 3_End_Fungi_Ge_58S_end_eight_long -             45   2.3e-17   56.0   0.1   1   1   3.1e-17   5.1e-17   54.9   0.1     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:17080:5114 -            338 3_End_Fungi_Ge_58S_end_eight_long -             45   2.4e-17   56.0   0.1   1   1   2.6e-17   4.4e-17   55.1   0.1     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:24221:4483 -            348 3_End_Fungi_Ge_58S_end_eight_long -             45   2.6e-17   55.8   0.1   1   1   2.8e-17   4.6e-17   55.1   0.1     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:18723:3554 -            357 3_End_Fungi_Ge_58S_end_eight_long -             45   6.9e-17   54.5   0.3   1   1   8.5e-17   1.4e-16   53.5   0.0     1    44    84   127    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:23056:4493 -            335 3_End_Fungi_Ge_58S_end_eight_long -             45   1.8e-16   53.1   0.1   1   1     2e-16   3.4e-16   52.3   0.1     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:22204:1219 -            335 3_End_Fungi_Ge_58S_end_eight_long -             45   1.9e-16   53.1   0.1   1   1     2e-16   3.4e-16   52.3   0.1     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:7502:3788  -            359 3_End_Fungi_Ge_58S_end_eight_long -             45   2.1e-16   53.0   0.1   1   1   2.3e-16   3.8e-16   52.1   0.1     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:18500:3565 -            343 3_End_Fungi_Ge_58S_end_eight_long -             45   5.8e-16   51.6   0.0   1   1   7.2e-16   1.2e-15   50.5   0.0     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:24356:3485 -            360 3_End_Fungi_Ge_58S_end_eight_long -             45   8.5e-16   51.0   0.1   1   1   9.7e-16   1.6e-15   50.1   0.1     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:6190:5013  -            353 3_End_Fungi_Ge_58S_end_eight_long -             45   1.3e-15   50.4   0.7   1   1   1.2e-15     2e-15   49.9   0.1     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:9211:2562  -            351 3_End_Fungi_Ge_58S_end_eight_long -             45   1.8e-15   49.9   0.0   1   1   2.2e-15   3.7e-15   49.0   0.0     1    44    84   127    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:11008:1423 -            351 3_End_Fungi_Ge_58S_end_eight_long -             45   1.8e-15   49.9   0.0   1   1   2.2e-15   3.7e-15   49.0   0.0     1    44    84   127    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:8742:4872  -            330 3_End_Fungi_Ge_58S_end_eight_long -             45   1.2e-12   41.0   0.1   1   1   1.5e-12   2.5e-12   39.9   0.1     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:19277:2582 -            341 3_End_Fungi_Ge_58S_end_eight_long -             45     1e-11   38.0   0.1   1   1   1.1e-11   1.9e-11   37.1   0.1     1    45    83   127    83   127 0.98 -
M02696:28:000000000-ATWK5:1:1101:24972:2862 -            346 3_End_Fungi_Ge_58S_end_eight_long -             45     1e-11   38.0   0.0   1   1   1.1e-11   1.8e-11   37.2   0.0     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:9755:1131  -            346 3_End_Fungi_Ge_58S_end_eight_long -             45     1e-11   38.0   0.0   1   1   1.1e-11   1.8e-11   37.2   0.0     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:16217:1134 -            347 3_End_Fungi_Ge_58S_end_eight_long -             45     1e-11   38.0   0.0   1   1   1.1e-11   1.8e-11   37.2   0.0     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:20474:4468 -            342 3_End_Fungi_Ge_58S_end_eight_long -             45     1e-11   38.0   0.1   1   1   1.1e-11   1.9e-11   37.1   0.1     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:14739:2910 -            335 3_End_Fungi_Ge_58S_end_eight_long -             45   1.9e-11   37.1   0.1   1   1   2.2e-11   3.6e-11   36.2   0.1     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:22268:5099 -            342 3_End_Fungi_Ge_58S_end_eight_long -             45   1.9e-11   37.1   0.1   1   1   2.2e-11   3.7e-11   36.2   0.1     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:10554:1487 -            342 3_End_Fungi_Ge_58S_end_eight_long -             45   1.9e-11   37.1   0.1   1   1   2.2e-11   3.7e-11   36.2   0.1     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:8797:1471  -            335 3_End_Fungi_Ge_58S_end_eight_long -             45   1.9e-11   37.1   0.1   1   1   2.2e-11   3.6e-11   36.2   0.1     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:18338:3967 -            335 3_End_Fungi_Ge_58S_end_eight_long -             45   1.9e-11   37.1   0.1   1   1   2.2e-11   3.6e-11   36.2   0.1     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:11927:4457 -            335 3_End_Fungi_Ge_58S_end_eight_long -             45     2e-11   37.0   0.1   1   1   2.2e-11   3.6e-11   36.2   0.1     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:18763:2146 -            335 3_End_Fungi_Ge_58S_end_eight_long -             45     2e-11   37.0   0.1   1   1   2.2e-11   3.6e-11   36.2   0.1     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:16787:1549 -            343 3_End_Fungi_Ge_58S_end_eight_long -             45     2e-11   37.0   0.1   1   1   2.3e-11   3.7e-11   36.2   0.1     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:22403:2112 -            343 3_End_Fungi_Ge_58S_end_eight_long -             45   2.1e-11   37.0   0.1   1   1   2.3e-11   3.7e-11   36.2   0.1     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:12189:1843 -            343 3_End_Fungi_Ge_58S_end_eight_long -             45   2.1e-11   37.0   0.1   1   1   2.3e-11   3.7e-11   36.2   0.1     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:19794:2984 -            343 3_End_Fungi_Ge_58S_end_eight_long -             45   2.1e-11   37.0   0.1   1   1   2.3e-11   3.7e-11   36.2   0.1     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:20003:4951 -            343 3_End_Fungi_Ge_58S_end_eight_long -             45   2.1e-11   37.0   0.1   1   1   2.3e-11   3.7e-11   36.2   0.1     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:9449:5060  -            343 3_End_Fungi_Ge_58S_end_eight_long -             45   2.1e-11   37.0   0.1   1   1   2.3e-11   3.7e-11   36.2   0.1     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:20290:4623 -            342 3_End_Fungi_Ge_58S_end_eight_long -             45   2.1e-11   37.0   0.1   1   1   2.2e-11   3.7e-11   36.2   0.1     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:20645:1124 -            343 3_End_Fungi_Ge_58S_end_eight_long -             45   2.1e-11   37.0   0.1   1   1   2.3e-11   3.7e-11   36.2   0.1     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:13008:1478 -            343 3_End_Fungi_Ge_58S_end_eight_long -             45   2.1e-11   37.0   0.1   1   1   2.3e-11   3.7e-11   36.2   0.1     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:12154:1708 -            343 3_End_Fungi_Ge_58S_end_eight_long -             45   2.1e-11   37.0   0.1   1   1   2.3e-11   3.7e-11   36.2   0.1     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:6883:4653  -            343 3_End_Fungi_Ge_58S_end_eight_long -             45   2.1e-11   37.0   0.1   1   1   2.3e-11   3.7e-11   36.2   0.1     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:12125:1794 -            343 3_End_Fungi_Ge_58S_end_eight_long -             45   2.1e-11   36.9   0.1   1   1   2.3e-11   3.7e-11   36.2   0.1     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:8414:3917  -            343 3_End_Fungi_Ge_58S_end_eight_long -             45   2.1e-11   36.9   0.1   1   1   2.3e-11   3.7e-11   36.2   0.1     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:23402:4478 -            343 3_End_Fungi_Ge_58S_end_eight_long -             45   2.1e-11   36.9   0.1   1   1   2.3e-11   3.7e-11   36.2   0.1     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:20616:3550 -            343 3_End_Fungi_Ge_58S_end_eight_long -             45   2.1e-11   36.9   0.1   1   1   2.3e-11   3.7e-11   36.2   0.1     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:18616:4411 -            343 3_End_Fungi_Ge_58S_end_eight_long -             45   2.1e-11   36.9   0.1   1   1   2.3e-11   3.7e-11   36.2   0.1     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:13652:3569 -            343 3_End_Fungi_Ge_58S_end_eight_long -             45   2.1e-11   36.9   0.1   1   1   2.3e-11   3.7e-11   36.2   0.1     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:23697:4779 -            343 3_End_Fungi_Ge_58S_end_eight_long -             45   2.1e-11   36.9   0.1   1   1   2.3e-11   3.7e-11   36.2   0.1     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:19840:1384 -            343 3_End_Fungi_Ge_58S_end_eight_long -             45   2.1e-11   36.9   0.1   1   1   2.3e-11   3.7e-11   36.2   0.1     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:22785:2001 -            343 3_End_Fungi_Ge_58S_end_eight_long -             45   2.1e-11   36.9   0.1   1   1   2.3e-11   3.7e-11   36.2   0.1     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:11561:3940 -            333 3_End_Fungi_Ge_58S_end_eight_long -             45   2.4e-11   36.8   0.1   1   1   3.5e-11   5.8e-11   35.6   0.1     1    44    83   126    83   127 0.98 -
M02696:28:000000000-ATWK5:1:1101:10571:2461 -            334 3_End_Fungi_Ge_58S_end_eight_long -             45   2.4e-11   36.8   0.1   1   1   3.5e-11   5.8e-11   35.5   0.1     1    44    84   127    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:12404:2103 -            334 3_End_Fungi_Ge_58S_end_eight_long -             45   2.4e-11   36.8   0.1   1   1   3.5e-11   5.8e-11   35.5   0.1     1    44    84   127    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:16706:2011 -            334 3_End_Fungi_Ge_58S_end_eight_long -             45   2.5e-11   36.7   0.1   1   1   3.5e-11   5.8e-11   35.5   0.1     1    44    84   127    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:15624:2498 -            334 3_End_Fungi_Ge_58S_end_eight_long -             45   2.5e-11   36.7   0.1   1   1   3.5e-11   5.8e-11   35.5   0.1     1    44    84   127    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:25578:4850 -            334 3_End_Fungi_Ge_58S_end_eight_long -             45   2.5e-11   36.7   0.1   1   1   3.5e-11   5.8e-11   35.5   0.1     1    44    84   127    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:18027:4406 -            334 3_End_Fungi_Ge_58S_end_eight_long -             45   2.5e-11   36.7   0.1   1   1   3.5e-11   5.8e-11   35.5   0.1     1    44    84   127    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:14133:5217 -            334 3_End_Fungi_Ge_58S_end_eight_long -             45   2.6e-11   36.6   0.1   1   1   3.5e-11   5.8e-11   35.5   0.1     1    44    84   127    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:20560:2649 -            334 3_End_Fungi_Ge_58S_end_eight_long -             45   2.7e-11   36.6   0.1   1   1   3.5e-11   5.8e-11   35.5   0.1     1    44    84   127    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:11272:1222 -            342 3_End_Fungi_Ge_58S_end_eight_long -             45   6.3e-11   35.4   0.2   1   1   9.7e-11   1.6e-10   34.1   0.1     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:5377:4201  -            341 3_End_Fungi_Ge_58S_end_eight_long -             45   9.1e-11   34.9   0.1   1   1   2.1e-10   3.4e-10   33.1   0.0     1    45    84   128    84   128 0.94 -
M02696:28:000000000-ATWK5:1:1101:19331:3209 -            341 3_End_Fungi_Ge_58S_end_eight_long -             45   1.5e-10   34.2   0.0   1   1   2.1e-10   3.4e-10   33.1   0.0     1    45    84   128    84   128 0.94 -
M02696:28:000000000-ATWK5:1:1101:10809:1250 -            337 3_End_Fungi_Ge_58S_end_eight_long -             45     2e-10   33.8   0.1   1   1   3.3e-10   5.5e-10   32.4   0.1     1    45    84   128    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:14097:1892 -            337 3_End_Fungi_Ge_58S_end_eight_long -             45     2e-10   33.8   0.1   1   1   3.3e-10   5.5e-10   32.4   0.1     1    45    84   128    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:22626:4435 -            337 3_End_Fungi_Ge_58S_end_eight_long -             45     2e-10   33.8   0.1   1   1   3.3e-10   5.5e-10   32.4   0.1     1    45    84   128    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:10847:2612 -            340 3_End_Fungi_Ge_58S_end_eight_long -             45   2.7e-10   33.4   0.7   1   1   4.2e-10   6.9e-10   32.1   0.1     1    45    84   128    84   128 0.95 -
M02696:28:000000000-ATWK5:1:1101:23025:1814 -            341 3_End_Fungi_Ge_58S_end_eight_long -             45   2.9e-10   33.3   0.1   1   1   4.2e-10   6.9e-10   32.1   0.1     1    45    84   128    84   128 0.95 -
M02696:28:000000000-ATWK5:1:1101:21958:1445 -            340 3_End_Fungi_Ge_58S_end_eight_long -             45     3e-10   33.3   0.1   1   1   3.4e-10   5.6e-10   32.4   0.1     1    45    84   128    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:18940:3295 -            341 3_End_Fungi_Ge_58S_end_eight_long -             45   3.8e-10   32.9   0.1   1   1   4.2e-10   6.9e-10   32.1   0.1     1    45    84   128    84   128 0.95 -
M02696:28:000000000-ATWK5:1:1101:12830:3515 -            343 3_End_Fungi_Ge_58S_end_eight_long -             45   3.9e-10   32.9   0.0   1   1   4.2e-10   6.9e-10   32.1   0.0     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:19390:1514 -            335 3_End_Fungi_Ge_58S_end_eight_long -             45   5.7e-10   32.4   0.1   1   1   6.6e-10   1.1e-09   31.5   0.1     1    45    84   128    84   128 0.94 -
M02696:28:000000000-ATWK5:1:1101:8772:1513  -            335 3_End_Fungi_Ge_58S_end_eight_long -             45   7.5e-09   28.8   0.1   1   1   1.4e-08   2.4e-08   27.2   0.1     2    45    85   128    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:18740:4068 -            366 3_End_Fungi_Ge_58S_end_eight_long -             45   1.6e-08   27.7   0.1   1   1   1.7e-08   2.8e-08   26.9   0.1     2    43    85   126    84   127 0.90 -
M02696:28:000000000-ATWK5:1:1101:15683:1881 -            366 3_End_Fungi_Ge_58S_end_eight_long -             45   1.6e-08   27.7   0.1   1   1   1.7e-08   2.8e-08   26.9   0.1     2    43    85   126    84   127 0.90 -
M02696:28:000000000-ATWK5:1:1101:25205:3208 -            407 3_End_Fungi_Ge_58S_end_eight_long -             45   5.1e-05   16.5   0.0   1   1   6.5e-05   0.00011   15.5   0.0     2    43    85   126    84   127 0.88 -
M02696:28:000000000-ATWK5:1:1101:19365:1209 -            418 3_End_Fungi_Ge_58S_end_eight_long -             45   5.3e-05   16.5   0.0   1   1   6.8e-05   0.00011   15.4   0.0     2    43    85   126    84   127 0.89 -
M02696:28:000000000-ATWK5:1:1101:17972:2096 -            382 3_End_Fungi_Ge_58S_end_eighteen_long -             45   3.6e-05   17.3   0.0   1   1   1.6e-06   7.2e-05   16.3   0.0     1    42    84   125    84   127 0.94 -
M02696:28:000000000-ATWK5:1:1101:21296:1644 -            384 3_End_Fungi_Ge_58S_end_eighteen_long -             45   3.6e-05   17.3   0.0   1   1   1.6e-06   7.2e-05   16.3   0.0     1    42    85   126    85   128 0.94 -
M02696:28:000000000-ATWK5:1:1101:25205:3208 -            407 3_End_Fungi_Ge_58S_end_eighteen_long -             45   6.2e-05   16.5   0.0   1   1   3.3e-06   0.00015   15.3   0.0     1    39    84   122    84   126 0.94 -
M02696:28:000000000-ATWK5:1:1101:18500:3565 -            343 3_End_Fungi_Ge_58S_end_eleven_long -             45   4.6e-13   42.2   0.0   1   1   8.6e-13   1.4e-12   40.7   0.0     1    45    84   128    84   128 0.98 -
M02696:28:000000000-ATWK5:1:1101:11615:2766 -            341 3_End_Fungi_Ge_58S_end_eleven_long -             45   4.8e-13   42.1   0.0   1   1     5e-13     8e-13   41.4   0.0     1    45    84   128    84   128 0.97 -
M02696:28:000000000-ATWK5:1:1101:12975:3510 -            339 3_End_Fungi_Ge_58S_end_eleven_long -             45   6.4e-13   41.7   0.0   1   1   9.2e-13   1.5e-12   40.6   0.0     1    45    84   128    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:14399:1476 -            340 3_End_Fungi_Ge_58S_end_eleven_long -             45   6.5e-13   41.7   0.0   1   1   9.3e-13   1.5e-12   40.6   0.0     1    45    84   128    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:19239:1862 -            344 3_End_Fungi_Ge_58S_end_eleven_long -             45   6.8e-13   41.6   0.0   1   1   9.4e-13   1.5e-12   40.5   0.0     1    45    84   128    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:9422:4042  -            337 3_End_Fungi_Ge_58S_end_eleven_long -             45   7.6e-13   41.5   0.0   1   1   9.1e-13   1.5e-12   40.6   0.0     1    45    84   128    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:6752:3813  -            337 3_End_Fungi_Ge_58S_end_eleven_long -             45   7.7e-13   41.5   0.0   1   1   9.1e-13   1.5e-12   40.6   0.0     1    45    84   128    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:22251:4528 -            337 3_End_Fungi_Ge_58S_end_eleven_long -             45   7.7e-13   41.5   0.0   1   1   9.1e-13   1.5e-12   40.6   0.0     1    45    84   128    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:16901:2120 -            337 3_End_Fungi_Ge_58S_end_eleven_long -             45   7.7e-13   41.5   0.0   1   1   9.1e-13   1.5e-12   40.6   0.0     1    45    84   128    84   128 0.96 -
M02696:28:000000000-ATWK5:1:1101:22785:2318 -            338 3_End_Fungi_Ge_58S_end_eleven_long -             45   7.8e-13   41.5   0.0   1   1   9.2e-13   1.5e-12   40.6   0.0     1    45    84   128    84   128 0.96 -
